a
à
le
la
les
un
une
des
du
de
la
il
lui
fois
sa
dont
plus
faire
fait
va
sur
qui
ne
qune
et
en
à
À
a
au
aux
ce
cette
ces
mais
ou
où
est
cest
nest
pour
par
avec
sans
son
sous
si
